keyword,result_id,type,title,link,authors,journal,year,snippet,full_abstract,publication,cited_by,cited_by_link,related_pages_link,versions_link,pdf_url
geograhical indications,-P0DG5bD5DYJ,,The divine kingship of the Shilluk: A contemporary reevalution,https://www.tandfonline.com/doi/abs/10.1080/00141844.1979.9981177,W Arens,Ethnos,1979,"… Their geograhical position often brought them into contact with their northern ""Arabic"" … There is no indication he made regular tours, except for the infrequent sorties, accompanied by the …",,"W Arens - Ethnos, 1979 - Taylor & Francis",35,"https://scholar.google.com/scholar?cites=3955501422203895288&as_sdt=5,44&sciodt=0,44&hl=en&num=20","https://scholar.google.com/scholar?q=related:-P0DG5bD5DYJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=3955501422203895288&hl=en&num=20&as_sdt=0,44",
geograhical indications,SBWib8jFnpIJ,Citation,"Via Santa Maria 46, 56100 Pisa, Italy",,I Plander,Artificial Intelligence and Information-control Systems of …,1989,,,"I Plander - Artificial Intelligence and Information-control Systems of …, 1989 - North Holland",,,"https://scholar.google.com/scholar?q=related:SBWib8jFnpIJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44",,
geograhical indications,I9hFl5gCj5oJ,Pdf,Manav Rachna University,https://mru.edu.in/wp-content/uploads/2023/06/14.%20Minutes%20of%20AC%20Meeting%20held%20on%2020.06.2020.pdf,M Rac-INA,mru.edu.in,,"… , Registration of homonymous Geographical Indications, Duration of protection and renewal … The Geograhical Indications of Goods (Registration and Protection) Act, 1999 4. The Plant …",,M Rac-INA - mru.edu.in,,,"https://scholar.google.com/scholar?q=related:I9hFl5gCj5oJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=11137123257906747427&hl=en&num=20&as_sdt=0,44",https://mru.edu.in/wp-content/uploads/2023/06/14.%20Minutes%20of%20AC%20Meeting%20held%20on%2020.06.2020.pdf
geograhical indications,dgiY2CyviGUJ,,Site selection for small retail stores using sustainable and location-driven indicators: Case study: Starbucks coffee shops in Los Angeles,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1455088,"V Sokol, K Jordanov",2020,2020,… The Huff’s probabilistic model indicates that customers’ choices were positively related to the size of shopping centers - this same indication is showed both of our models (p-value 0.001…,,"V Sokol, K Jordanov - 2020 - diva-portal.org",3,"https://scholar.google.com/scholar?cites=7316290201810634870&as_sdt=5,44&sciodt=0,44&hl=en&num=20","https://scholar.google.com/scholar?q=related:dgiY2CyviGUJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=7316290201810634870&hl=en&num=20&as_sdt=0,44",https://www.diva-portal.org/smash/get/diva2:1455088/FULLTEXT02
geograhical indications,HrNxCYe6YcgJ,,"Brand image, cultural association and marketing:'New Zealand'butter and lamb exports to Britain, c.",https://books.google.com/books?hl=en&lr=&id=6G5WEAAAQBAJ&oi=fnd&pg=PT348&dq=geograhical+indications&ots=X3RpjADpG9&sig=L__ynPvSzyzHrnqJb21o7hxZ2z4,"F Barnes, DM Higgins",The Brand and Its History: Trademarks …,2022,This article examines the branding and marketing strategies of New Zealand Producers Boards which were established in the early 1920s to coordinate the export of butter and lamb to …,,"F Barnes, DM Higgins - The Brand and Its History: Trademarks …, 2022 - books.google.com",,,"https://scholar.google.com/scholar?q=related:HrNxCYe6YcgJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44",,
geograhical indications,Gwwdj-Piix0J,,Acute toxicity assessment of centella asiatica and bidens pilosa aqueous crude leaf extracts in pregnant rat model,https://www.ajol.info/index.php/tjs/article/view/273017,"EJ Michael, JP Lissu, E Mvungi, C Mpinda…",Tanzania Journal of …,2024,"… time to pregnant rats, as well as indications for future preclinical and clinical studies on the … from other geograhical regions in Tanzania including their phytochemical composition. …",,"EJ Michael, JP Lissu, E Mvungi, C Mpinda… - Tanzania Journal of …, 2024 - ajol.info",3,"https://scholar.google.com/scholar?cites=2129044715849190427&as_sdt=5,44&sciodt=0,44&hl=en&num=20","https://scholar.google.com/scholar?q=related:Gwwdj-Piix0J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=2129044715849190427&hl=en&num=20&as_sdt=0,44",https://www.ajol.info/index.php/tjs/article/download/273017/257797
geograhical indications,wQCBuPr22K8J,Pdf,Urkesh and the question of Early Hurrian urbanism,https://undena.com/EL-MZ/Buccellati_1999_Urkesh_and_the_Question_of_Early_Hurrian_Urbanism.pdf,G Buccellati,Urbanization and Land Ownership in the Ancient Near …,1999,"… There is no indication that a distinction was made between personal and public aspects of … This seems unexpected at first, since they both lie well within the same general geograhical …",,"G Buccellati - Urbanization and Land Ownership in the Ancient Near …, 1999 - undena.com",19,"https://scholar.google.com/scholar?cites=12671149108304609473&as_sdt=5,44&sciodt=0,44&hl=en&num=20","https://scholar.google.com/scholar?q=related:wQCBuPr22K8J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=12671149108304609473&hl=en&num=20&as_sdt=0,44",https://undena.com/EL-MZ/Buccellati_1999_Urkesh_and_the_Question_of_Early_Hurrian_Urbanism.pdf
geograhical indications,zpYCu2QyY8MJ,,Transportation applications of geographic information systems,https://www.sciencedirect.com/science/article/pii/0198971588900312,HJ Simkowitz,Computers,1988,"… , pavement deficiencies), or within a geograhical area (the number of people living within two … with accidents occuring at all intersections to get an indication of a possible correlation. …",,"HJ Simkowitz - Computers, Environment and Urban Systems, 1988 - Elsevier",24,"https://scholar.google.com/scholar?cites=14079152268305929934&as_sdt=5,44&sciodt=0,44&hl=en&num=20","https://scholar.google.com/scholar?q=related:zpYCu2QyY8MJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,44","https://scholar.google.com/scholar?cluster=14079152268305929934&hl=en&num=20&as_sdt=0,44",
geograhical indications,ligVJLAZMegJ,,Monitoring the geodynamic behaviour of earthquake using Landsat 8-OLI time series data: case of Gorkha and Imphal,https://nhess.copernicus.org/preprints/nhess-2017-10/,"B Nath, Z Niu, S Acharjee…",Natural Hazards and Earth …,2017,"… Department of Geograhy and Environmental Studies, University of Chittagong, Chittagong-4331… each other whether this change data can be a great indication or not prior to earthquake …",,"B Nath, Z Niu, S Acharjee… - Natural Hazards and Earth …, 2017 - nhess.copernicus.org",8,"https://scholar.google.com/scholar?cites=16731182334968408214&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:ligVJLAZMegJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=16731182334968408214&hl=en&num=20&as_sdt=0,39",https://nhess.copernicus.org/preprints/nhess-2017-10/nhess-2017-10.pdf
geograhical indications,OMTSwqxwBS8J,,A vector autoregressive model for electricity prices subject to long memory and regime switching,https://www.sciencedirect.com/science/article/pii/S0140988310000368,"N Haldrup, FS Nielsen, MØ Nielsen",Energy Economics,2010,A regime dependent VAR model is suggested that allows long memory (fractional integration) in each of the observed regime states as well as the possibility of fractional cointegration. …,,"N Haldrup, FS Nielsen, MØ Nielsen - Energy Economics, 2010 - Elsevier",95,"https://scholar.google.com/scholar?cites=3388238181971444792&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:OMTSwqxwBS8J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=3388238181971444792&hl=en&num=20&as_sdt=0,39",https://www.academia.edu/download/73815435/608028436.pdf
geograhical indications,sDN33LMvKcwJ,,Modelling a climatically pulsating population: grey teal in south-western Australia,https://www.jstor.org/stable/2844621,"J Gentilli, H Bekle",Journal of Biogeography,1983,"… mic order, but with no indication of quantity, apart from the occasional 'rare' or 'plentiful'. It seemed therefore necessary to choose a single species for … This is a very rough indication …",,"J Gentilli, H Bekle - Journal of Biogeography, 1983 - JSTOR",20,"https://scholar.google.com/scholar?cites=14711342107326886832&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:sDN33LMvKcwJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=14711342107326886832&hl=en&num=20&as_sdt=0,39",
geograhical indications,NGU-XnAbrN8J,,John K. Wright and human nature in geography,https://www.jstor.org/stable/215256,M Handley,Geographical Review,1993,"… On the yes side, one indication of Wright's contemporary importance is that theoretical thinkers have deemed him worthy of analysis. Wright is frequently identified as a pioneer of …",,"M Handley - Geographical Review, 1993 - JSTOR",17,"https://scholar.google.com/scholar?cites=16117287335883597108&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:NGU-XnAbrN8J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=16117287335883597108&hl=en&num=20&as_sdt=0,39",
geograhical indications,TxbIjqxsewYJ,Pdf,The special status of agriculture in Latin American free trade agreements,https://regionetdeveloppement.univ-tln.fr/wp-content/uploads/R23_Kjollerstrom.pdf,M Kjöllerström,Région et Développement,2006,This paper provides a review of agriculture-related provisions in free trade agreements signed by Latin American countries and in force by December 2004. It is shown that the …,,"M Kjöllerström - Région et Développement, 2006 - regionetdeveloppement.univ-tln.fr",16,"https://scholar.google.com/scholar?cites=467086474748630607&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:TxbIjqxsewYJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=467086474748630607&hl=en&num=20&as_sdt=0,39",https://regionetdeveloppement.univ-tln.fr/wp-content/uploads/R23_Kjollerstrom.pdf
geograhical indications,3XJiw_NWvdoJ,Pdf,"Use of benthic macro invertebrates as a biological indicator in assessing water quality of river Puyo, Puyo, Pastaza, Ecuador",https://www.researchgate.net/profile/Ricardo-Abril/publication/318828281_Evaluation_of_the_water_quality_of_the_Puyo_river_basin/links/5c3deffd299bf12be3c9ebd6/Evaluation-of-the-water-quality-of-the-Puyo-river-basin.pdf,"M Selvanayagam, R Abril",American Journal of Life Sciences,2016,"… First, the presence of such bacteria can be taken as an indication of faecal contamination of water and second it can be taken as an indication of the potential health risk that faecal …",,"M Selvanayagam, R Abril - American Journal of Life Sciences, 2016 - researchgate.net",29,"https://scholar.google.com/scholar?cites=15761849875821654749&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:3XJiw_NWvdoJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,https://www.researchgate.net/profile/Ricardo-Abril/publication/318828281_Evaluation_of_the_water_quality_of_the_Puyo_river_basin/links/5c3deffd299bf12be3c9ebd6/Evaluation-of-the-water-quality-of-the-Puyo-river-basin.pdf
geograhical indications,4VwoXDzN6PUJ,,Mechanisms of Oligopoly: Analysis of Cotton and Allied Textiles,https://www.jstor.org/stable/4372184,CP Chandrasekhar,Economic and Political Weekly,1983,"… ducing identical products but catering to different geograhical segments of the market. But … at the international level inay not be any indication of the decline of concentration, but rather of …",,"CP Chandrasekhar - Economic and Political Weekly, 1983 - JSTOR",1,"https://scholar.google.com/scholar?cites=17719638393017097441&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:4VwoXDzN6PUJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,
geograhical indications,QmBHOPPEynkJ,,La géographie aux congrès internationaux: échanges scientifiques et conflits politiques,https://www.jstor.org/stable/45344370,M Roessler,Relations internationales,1990,… Les documents de la société donnent des indications intéressantes sur le travail en coulisse qui a été entrepris dans une société scientifique internationale contre les représentants …,,"M Roessler - Relations internationales, 1990 - JSTOR",8,"https://scholar.google.com/scholar?cites=8776043372785131586&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:QmBHOPPEynkJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=8776043372785131586&hl=en&num=20&as_sdt=0,39",
geograhical indications,AyxPNmma3nMJ,Book,The spatial characteristics of short food supply chains in urban food strategies and their relationship with spatial planning,https://edepot.wur.nl/376015,T Anastasiou,2016,2016,… Foodsheds in turn are giving out indication of space. Feagan (2007) points out the spatial aspect of the foodshed by emphasizing that it stems out of the term ‘watershed’. He also …,,T Anastasiou - 2016 - edepot.wur.nl,,,"https://scholar.google.com/scholar?q=related:AyxPNmma3nMJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=8349280535864880131&hl=en&num=20&as_sdt=0,39",https://edepot.wur.nl/376015
geograhical indications,7yIeYv7tz7EJ,Book,"Canal, wall and temple names of the Old Babylonian period",https://search.proquest.com/openview/63c122753496d71381482f4d2363d8e8/1?pq-origsite=gscholar&cbl=18750&diss=y,SS Dalton,1983,1983,"… When an image on the film is obliterated with a round black mark, it is an indication of either … , and in the instance of names of geograhical locations, which concern Old Babylonian …",,SS Dalton - 1983 - search.proquest.com,,,"https://scholar.google.com/scholar?q=related:7yIeYv7tz7EJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=12812721141715968751&hl=en&num=20&as_sdt=0,39",
geograhical indications,5S3cYZpyJScJ,Book,Sustainable geography,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118557846,R Brunet,2011,2011,"… The geograhical space is structured by multiple fields. In fact, every place is defined into an ensemble of fields, the local composition of which defines the environment of the location, its …",,R Brunet - 2011 - Wiley Online Library,24,"https://scholar.google.com/scholar?cites=2820786749009833445&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:5S3cYZpyJScJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=2820786749009833445&hl=en&num=20&as_sdt=0,39",https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781118557846
geograhical indications,3Vq9jaRquQ8J,Citation,NCGIA Research Initiative 1: Accuracy of spatial databases,,MF Goodchild,1992,1992,,,MF Goodchild - 1992 - Citeseer,5,"https://scholar.google.com/scholar?cites=1133054036245568221&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:3Vq9jaRquQ8J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=1133054036245568221&hl=en&num=20&as_sdt=0,39",
geograhical indications,t4sYahoOxsAJ,Html,THE UTILIZATION SYSTEM CONCEPT,https://tidsskrift.dk/geografisktidsskrift/article/download/45268/54996?inline=1,"K Rasmussen, A Reenberg",tidsskrift.dk,,… The field of interest for ecological human geograhy is defined as the study of utilization systems… the very process of building a model of a system will often give strong indications of what …,,"K Rasmussen, A Reenberg - tidsskrift.dk",,,"https://scholar.google.com/scholar?q=related:t4sYahoOxsAJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,
geograhical indications,EHZBvTHOktYJ,Pdf,"Geo Spatial Distribution and Medical Information System for Central Government Health Scheme, Bangalore",https://www.academia.edu/download/111644248/IJETT-V54P209.pdf,"DE Jayashree, JJ Rose, M Stalin, SI Gandhi",academia.edu,,"… It gives an indication to the CGHS administration to improve the above ratio especially in … th European conference on geograhical inforamation system, 29 March-01 April 1993 Genoa, …",,"DE Jayashree, JJ Rose, M Stalin, SI Gandhi - academia.edu",,,"https://scholar.google.com/scholar?q=related:EHZBvTHOktYJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,https://www.academia.edu/download/111644248/IJETT-V54P209.pdf
geograhical indications,452wrywvwAMJ,Citation,Influence activities in agricultural cooperatives: the impact of heterogeneity,,"G Gripsrud, GH Lenvik, NV Olsen",The food sector in transition—Nordic …,2001,,,"G Gripsrud, GH Lenvik, NV Olsen - The food sector in transition—Nordic …, 2001 - Citeseer",40,"https://scholar.google.com/scholar?cites=270267846614883811&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:452wrywvwAMJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=270267846614883811&hl=en&num=20&as_sdt=0,39",
geograhical indications,87Euj5sbWxcJ,,"The ivory trade in the Lamu area, 1600–1870",https://www.jstor.org/stable/41409885,M Ylvisaker,Paideuma,1982,"… Certainly there is little indication that the island traders themselves ventured inland, except on the Tana River. Before finally leaving the pre-1800 period, it is worth pausing to consider …",,"M Ylvisaker - Paideuma, 1982 - JSTOR",25,"https://scholar.google.com/scholar?cites=1682969240689095155&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:87Euj5sbWxcJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=1682969240689095155&hl=en&num=20&as_sdt=0,39",
geograhical indications,ttH_Rv99XUcJ,Pdf,GEOMED2007 International Symposium on Geography,https://www.academia.edu/download/50227128/Proceedings-_the_1st_International_Geography_Symposium-_Geomed_1-2007.pdf,"I ATALAY, R EFE",2007,2007,"This volume is an outcome of a symposium organized by Balikesir University, Dokuz Eylul University and The Scientific and Technological Research Council of Turkey with the objective …",,"I ATALAY, R EFE - 2007 - academia.edu",,,"https://scholar.google.com/scholar?q=related:ttH_Rv99XUcJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,https://www.academia.edu/download/50227128/Proceedings-_the_1st_International_Geography_Symposium-_Geomed_1-2007.pdf
geograhical indications,1XEB8cCiLwoJ,Citation,"Factors affecting poverty using a geographically weighted regression approach (case study of Java Island, 2020)",,"BT Belantika, B Rohmad, HDN Arandita, DR Hutasoit…",Optimum: Jurnal Ekonomi …,2023,,,"BT Belantika, B Rohmad, HDN Arandita, DR Hutasoit… - Optimum: Jurnal Ekonomi …, 2023",13,"https://scholar.google.com/scholar?cites=733984213845504469&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:1XEB8cCiLwoJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39","https://scholar.google.com/scholar?cluster=733984213845504469&hl=en&num=20&as_sdt=0,39",https://pdfs.semanticscholar.org/dfa0/e0eed833748072493760602bdb0656df724b.pdf
geograhical indications,R52QrOoDUv4J,,Memoir on the site of the Atropatenian Ecbatana,https://www.jstor.org/stable/1797839,HC Rawlinson,The Journal of the Royal Geographical Society of …,1840,"… also, who illustrate so much of the obscure geograhy of other parts of Persia, having faile(l … , tlle exact applicability of the geographical indication, and the perfect identity of name, there …",,"HC Rawlinson - The Journal of the Royal Geographical Society of …, 1840 - JSTOR",20,"https://scholar.google.com/scholar?cites=18325714140176358727&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:R52QrOoDUv4J:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,https://www.jstor.org/stable/pdf/1797839.pdf
geograhical indications,0EVzl_ZNIOwJ,,Narcotics in the Golden Triangle,https://www.tandfonline.com/doi/pdf/10.1080/01636608509477340,JA Wiant,The Washington Quarterly,1985,"… , such as the Lahu, Lisu, and Akha share only geograhy in common with the Shan. All, at one … At the same time, there are indications chat the BCP is dealing with the Shan United Army …",,"JA Wiant - The Washington Quarterly, 1985 - Taylor & Francis",21,"https://scholar.google.com/scholar?cites=17014685113703941584&as_sdt=5,39&sciodt=0,39&hl=en&num=20","https://scholar.google.com/scholar?q=related:0EVzl_ZNIOwJ:scholar.google.com/&scioq=geograhical+indications&hl=en&num=20&as_sdt=0,39",,https://www.tandfonline.com/doi/pdf/10.1080/01636608509477340
